午前,衛宮邸,自室,,,1,衛宮邸・4日目.fcf
午前,衛宮邸,玄関,Ｓデート・プール|Ｓデート・学校|欠席デート|桜デート・プール|凛の不調|(史上最悪のモータープール&一日服従権)|(イリヤ就寝&完成)|(水着・セイバー&水着・桜&水着・凛&カルテット),?/5,13,衛宮邸・4日目.fcf
午前,衛宮邸,セイバーの部屋,,,2,衛宮邸・4日目.fcf
午前,衛宮邸,居間,凛帰国&レベル>=5,セイバー,4,衛宮邸・4日目.fcf
午前,衛宮邸,ライダーの部屋,凛帰国&レベル>=4,桜私服,5,衛宮邸・4日目.fcf
午前,衛宮邸,桜の部屋,,,6,衛宮邸・4日目.fcf
午前,衛宮邸,土蔵,レベル>=3,セイバー,8,衛宮邸・4日目.fcf
午前,衛宮邸,空室,,,7,衛宮邸・4日目.fcf,!凛帰国
午前,衛宮邸,凛の部屋,,,7,衛宮邸・4日目.fcf,凛帰国
午前,衛宮邸,外へ,,,冬木市,
午前,衛宮邸,,,午後へ,12,衛宮邸・4日目.fcf
午前,冬木市,港,花札&レベル>=1,!慎二私服,31,街編・4日目.fcf
午前,冬木市,大橋,金ぴか子供&夜の聖杯戦争５&レベル>=5,!三枝私服,7,街編・4日目.fcf
午前,冬木市,郊外,!夜の聖杯戦争３,イリヤ/3,3,街編・4日目.fcf
午前,冬木市,郊外,夜の聖杯戦争３,go/5,3,街編・4日目.fcf
午前,冬木市,商店街,働く槍さん（花屋編）&レベル>=5&(!天の杯|夜の聖杯戦争クリア),キャスター,4,街編・4日目.fcf
午前,冬木市,港,!花札&レベル>=1,慎二私服,2,街編・4日目.fcf
午前,冬木市,港,,,30,街編・4日目.fcf
午前,冬木市,遠坂邸,,,5,街編・4日目.fcf
午前,冬木市,間桐邸,,,6,街編・4日目.fcf
午前,冬木市,駅前,レベル>=2,蒔寺私服,9,街編・4日目.fcf
午前,冬木市,教会,,,22,街編・4日目.fcf
午前,冬木市,幽霊洋館(妹),,,11,街編・4日目.fcf
午前,冬木市,衛宮邸,,,衛宮邸,
午前,冬木市,学校,,,学校,
午前,冬木市,柳洞寺,,,柳洞寺,
午前,冬木市,渡る,,scroll,,
午前,冬木市,,,午後へ,13,街編・4日目.fcf
午前,学校,三年廊下,,,23,学校・4日目.fcf
午前,学校,生徒会室,,,24,学校・4日目.fcf
午前,学校,弓道場,,,25,学校・4日目.fcf
午前,学校,校庭,レベル>=3,アーチャー,26,学校・4日目.fcf
午前,学校,屋上,森の幽霊&レベル>=2,セラ,14,学校・4日目.fcf
午後,学校,戻る,,,冬木市,
午前,学校,,,午後へ,30,学校・4日目.fcf
午前,柳洞寺,境内,レベル>=3,葛木,2,柳洞寺・4日目.fcf
午前,柳洞寺,裏の林,,,4,柳洞寺・4日目.fcf
午前,柳洞寺,山門,,キャスター,11,柳洞寺・4日目.fcf
午後,柳洞寺,戻る,,,冬木市,
午前,柳洞寺,,,午後へ,5,柳洞寺・4日目.fcf
