午後,衛宮邸,空室,,,99,衛宮邸・1日目.fcf,!凛帰国
午後,衛宮邸,自室,レベル>=1,桜私服,15,衛宮邸・1日目.fcf
午後,衛宮邸,居間,夜の聖杯戦争３&レベル>=3,セイバー/2,16,衛宮邸・1日目.fcf
午後,衛宮邸,中庭,,,17,衛宮邸・1日目.fcf,
午後,衛宮邸,セイバーの部屋,レベル>=1,セイバー,18,衛宮邸・1日目.fcf
午後,衛宮邸,桜の部屋,,,19,衛宮邸・1日目.fcf
午後,衛宮邸,ライダーの部屋,,,20,衛宮邸・1日目.fcf
午後,衛宮邸,土蔵,レベル>=2,ライダー,37,衛宮邸・1日目.fcf
午後,衛宮邸,凛の部屋,凛帰国,凛私服,21,衛宮邸・1日目.fcf,凛帰国
午後,衛宮邸,外へ,,,冬木市,,
午後,衛宮邸,,,夜へ,0,衛宮邸・夜開始.fcf,
午後,衛宮邸,,,次の日へ,0,衛宮邸・2日目.fcf,
午後,冬木市,幽霊洋館(姉),双子館&!双子館の殺人,!?,23,街編・1日目.fcf,双子館
午後,冬木市,郊外,,,3,街編・1日目.fcf
午後,冬木市,商店街,レベル>=4,セイバー,16,街編・1日目.fcf,
午後,冬木市,港,!天の杯|夜の聖杯戦争クリア,ランサー/4,11,街編・1日目.fcf,
午後,冬木市,遠坂邸,凛帰国&レベル>=4,凛私服,17,街編・1日目.fcf,
午後,冬木市,間桐邸,レベル>=5,慎二制服,18,街編・1日目.fcf,
午後,冬木市,大橋,レベル>=2,美綴制服,19,街編・1日目.fcf,
午後,冬木市,駅前,キャスター&レベル>=2,キャスター,21,街編・1日目.fcf,
午後,冬木市,教会,,,99,街編・1日目.fcf,
午後,冬木市,衛宮邸,,,衛宮邸,,
午後,冬木市,柳洞寺,,,柳洞寺,,
午後,冬木市,渡る,,scroll,,,
午後,冬木市,,,夜へ,0,衛宮邸・夜開始.fcf,
午後,冬木市,,,次の日へ,0,衛宮邸・2日目.fcf,
午後,柳洞寺,境内,!キャスター回答,!キャスター,17,柳洞寺・1日目.fcf,
午後,柳洞寺,裏の林,,,7,柳洞寺・1日目.fcf,
午後,柳洞寺,戻る,,,冬木市,,
午後,柳洞寺,堂内,,,15,柳洞寺・1日目.fcf,
午後,柳洞寺,山門,,,16,柳洞寺・1日目.fcf,
午後,柳洞寺,,,夜へ,0,衛宮邸・夜開始.fcf,
午後,柳洞寺,,,次の日へ,0,衛宮邸・2日目.fcf
