午前,衛宮邸,自室,,,1,衛宮邸・3日目.fcf
午前,衛宮邸,玄関,Ｓデート・プール|Ｓデート・学校|欠席デート|桜デート・プール|凛の不調|(史上最悪のモータープール&一日服従権)|(イリヤ就寝&完成)|(水着・セイバー&水着・桜&水着・凛&カルテット),?/5,13,衛宮邸・3日目.fcf
午前,衛宮邸,居間,,,2,衛宮邸・3日目.fcf
午前,衛宮邸,中庭,凛帰国&レベル>=5,大河,3,衛宮邸・3日目.fcf
午前,衛宮邸,セイバーの部屋,レベル>=1,セイバー,4,衛宮邸・3日目.fcf
午前,衛宮邸,ライダーの部屋,凛帰国&レベル>=4,ライダー,6,衛宮邸・3日目.fcf
午前,衛宮邸,土蔵,凛帰国&レベル>=4,?,8,衛宮邸・3日目.fcf
午前,衛宮邸,桜の部屋,,桜私服,7,衛宮邸・3日目.fcf
午前,衛宮邸,外へ,,,冬木市,
午前,衛宮邸,,,午後へ,12,衛宮邸・3日目.fcf
午前,衛宮邸,,,次の日へ,0,衛宮邸・4日目.fcf
午前,冬木市,大橋,夜の聖杯戦争７,!?,45,街編・3日目.fcf
午前,冬木市,郊外,,,3,街編・3日目.fcf
午前,冬木市,商店街,レベル>=2,キャスター,4,街編・3日目.fcf
午前,冬木市,港,凛帰国&レベル>=4,凛私服,8,街編・3日目.fcf
午前,冬木市,遠坂邸,,,5,街編・3日目.fcf
午前,冬木市,間桐邸,,,6,街編・3日目.fcf
午前,冬木市,大橋,,,31,街編・3日目.fcf
午前,冬木市,駅前,レベル>=1,イリヤ,9,街編・3日目.fcf
午前,冬木市,教会,,,10,街編・3日目.fcf
午前,冬木市,幽霊洋館(妹),無人館の殺人&!双子館の殺人&アーチャー撃破,?,11,街編・3日目.fcf
午前,冬木市,衛宮邸,,,衛宮邸,
午前,冬木市,学校,,,学校,
午前,冬木市,柳洞寺,,,柳洞寺,
午前,冬木市,渡る,,scroll,,
午前,冬木市,,,午後へ,13,街編・3日目.fcf
午前,冬木市,,,次の日へ,0,衛宮邸・4日目.fcf
午前,学校,弓道場,レベル>=2&!合宿２,!桜制服,25,学校・3日目.fcf
午前,学校,三年廊下,,,23,学校・3日目.fcf
午前,学校,生徒会室,,,24,学校・3日目.fcf
午前,学校,校庭,,三枝制服,26,学校・3日目.fcf
午前,学校,屋上,,,14,学校・3日目.fcf
午後,学校,戻る,,,冬木市,
午前,学校,,,午後へ,30,学校・3日目.fcf
午前,学校,,,次の日へ,0,衛宮邸・4日目.fcf
午前,柳洞寺,境内,レベル>=1,大河,2,柳洞寺・3日目.fcf
午前,柳洞寺,堂内,,,3,柳洞寺・3日目.fcf
午前,柳洞寺,裏の林,レベル>=2,ライダー,4,柳洞寺・3日目.fcf
午前,柳洞寺,山門,レベル>=2,氷室私服,11,柳洞寺・3日目.fcf
午後,柳洞寺,戻る,,,冬木市,
午前,柳洞寺,,,午後へ,5,柳洞寺・3日目.fcf
午前,柳洞寺,,,次の日へ,0,衛宮邸・4日目.fcf
