午前,衛宮邸,土蔵,夜の聖杯戦争２&デッドブリッジ&!魔術修得,!?,40,衛宮邸・1日目.fcf
午前,衛宮邸,空室,,,7,衛宮邸・1日目.fcf,!凛帰国
午前,衛宮邸,自室,,大河,1,衛宮邸・1日目.fcf
午前,衛宮邸,玄関,,,99,衛宮邸・1日目.fcf
午前,衛宮邸,居間,レベル>=2,セイバー,2,衛宮邸・1日目.fcf
午前,衛宮邸,中庭,,,3,衛宮邸・1日目.fcf
午前,衛宮邸,セイバーの部屋,,,4,衛宮邸・1日目.fcf
午前,衛宮邸,桜の部屋,,,5,衛宮邸・1日目.fcf
午前,衛宮邸,ライダーの部屋,レベル>=4,ライダー,6,衛宮邸・1日目.fcf
午前,衛宮邸,土蔵,レベル>=1,イリヤ,39,衛宮邸・1日目.fcf
午前,衛宮邸,凛の部屋,,,7,衛宮邸・1日目.fcf,凛帰国
午前,衛宮邸,外へ,,,冬木市,
午前,衛宮邸,,,午後へ,12,衛宮邸・1日目.fcf
午前,衛宮邸,,,次の日へ,0,衛宮邸・2日目.fcf
午前,冬木市,大橋,おとぎばなし,!?,7,街編・1日目.fcf
午前,冬木市,教会,夜の聖杯戦争３&魔術未修得&デッドブリッジ&金ぴか子供&!王の指摘,!?,10,街編・1日目.fcf
午前,冬木市,幽霊洋館(妹),レベル>=1&!双子館,?/2,3,街編・1日目.fcf
午前,冬木市,郊外,,,99,街編・1日目.fcf
午前,冬木市,商店街,仲良し,?,4,街編・1日目.fcf
午前,冬木市,港,レベル>=2,大河,8,街編・1日目.fcf
午前,冬木市,遠坂邸,,,5,街編・1日目.fcf
午前,冬木市,間桐邸,,,6,街編・1日目.fcf
午前,冬木市,駅前,凛帰国&わくわくざぶーん？&レベル>=4,凛私服,9,街編・1日目.fcf
午前,冬木市,教会,景山の一夜,カレン/4,22,街編・1日目.fcf,
午前,冬木市,衛宮邸,,,衛宮邸,
午前,冬木市,柳洞寺,,,柳洞寺,
午前,冬木市,学校,,go/3,2,街編・1日目.fcf
午前,冬木市,渡る,,scroll,,
午前,冬木市,,,午後へ,13,街編・1日目.fcf
午前,冬木市,,,次の日へ,0,衛宮邸・2日目.fcf
午前,柳洞寺,境内,,,2,柳洞寺・1日目.fcf
午前,柳洞寺,堂内,,,3,柳洞寺・1日目.fcf
午前,柳洞寺,裏の林,レベル>=1,大河,4,柳洞寺・1日目.fcf
午前,柳洞寺,山門,,,11,柳洞寺・1日目.fcf
午前,柳洞寺,外へ,,,冬木市,
午前,柳洞寺,,,午後へ,5,柳洞寺・1日目.fcf
午前,柳洞寺,,,次の日へ,0,衛宮邸・2日目.fcf
